  9     -4.207    -0.4106       1688
 10     -3.729     -0.364       1689
 11     -3.252    -0.3174       1690
 12     -2.774    -0.2708       1691
 13     -2.297    -0.2242       1692
 14     -1.819    -0.1776       1693
 15     -1.342     -0.131       1694
 16     -0.864   -0.08441       1695
 17    -0.3865   -0.03781       1696
 18     0.0911   0.008799       1697
 19     0.5687     0.0554       1698
 20      1.046      0.102       1699
 21      1.524     0.1486       1700
 22      2.001     0.1952       1701
 23      2.479     0.2418       1702
 24      2.956     0.2884       1703
 25      3.434      0.335       1704
 26      3.912     0.3816       1705
 27      4.389     0.4282       1706
 28      4.867     0.4748       1707
 29      5.344     0.5215       1708
 30      5.822     0.5681       1709
 31      6.299     0.6147       1710
 32      6.777     0.6613       1711
 33      7.254     0.7079       1712
 34      7.732     0.7545       1713
 35       8.21     0.8011       1714
 36      8.687     0.8477       1715
 37      9.165     0.8943       1716
 38      9.642     0.9409       1717
 39      10.12     0.9875       1718
 40       10.6      1.034       1719
 41      11.07      1.081       1720
  1     -8.025    -0.2612       1680
  2     -7.548    -0.2456       1681
  3      -7.07    -0.2301       1682
  4     -6.593    -0.2146       1683
  5     -6.116     -0.199       1684
  6     -5.638    -0.1835       1685
  7     -5.161     -0.168       1686
  8     -4.683    -0.1525       1687
  9     -4.206    -0.1369       1688
 10     -3.729    -0.1214       1689
 11     -3.251    -0.1059       1690
 12     -2.774   -0.09034       1691
 13     -2.297   -0.07481       1692
 14     -1.819   -0.05928       1693
 15     -1.342   -0.04376       1694
 16    -0.8648   -0.02823       1695
 17    -0.3874    -0.0127       1696
 18     0.0899   0.002831       1697
 19     0.5672    0.01836       1698
 20      1.045    0.03389       1699
 21      1.522    0.04942       1700
 22      1.999    0.06495       1701
 23      2.477    0.08048       1702
 24      2.954    0.09601       1703
 25      3.431     0.1115       1704
 26      3.909     0.1271       1705
 27      4.386     0.1426       1706
 28      4.863     0.1581       1707
 29      5.341     0.1736       1708
 30      5.818     0.1892       1709
 31      6.295     0.2047       1710
 32      6.773     0.2202       1711
 33       7.25     0.2358       1712
 34      7.727     0.2513       1713
 35      8.205     0.2668       1714
 36      8.682     0.2824       1715
 37      9.159     0.2979       1716
 38      9.637     0.3134       1717
 39      10.11     0.3289       1718
 40      10.59     0.3445       1719
 41      11.07       0.36       1720
  1     -8.025     0.2611       1680
  2     -7.548     0.2456       1681
